timestamp,open,high,low,close,volume,mean_value,ma_20,ma_50
2020-05-29T04:00:00Z,9422.2002,9598.8496,9376.9004,9580.2998,967000,9487.875,NA,NA
2020-05-28T04:00:00Z,9364.9502,9511.25,9336.5,9490.0996,837900,9423.875,NA,NA
2020-05-27T04:00:00Z,9082.2002,9334,9004.25,9314.9502,763500,9169.125,NA,NA
2020-05-26T04:00:00Z,9099.75,9161.6504,8996.6504,9029.0498,655000,9079.1504,NA,NA
2020-05-22T04:00:00Z,9067.9004,9149.5996,8968.5498,9039.25,675800,9059.074700000001,NA,NA
2020-05-21T04:00:00Z,9079.4502,9178.5498,9056.0996,9106.25,631500,9117.324700000001,NA,NA
2020-05-20T04:00:00Z,8889.1504,9093.7998,8875.3496,9066.5498,622300,8984.574700000001,NA,NA
2020-05-19T04:00:00Z,8961.7002,9030.3496,8855.2998,8879.0996,762200,8942.824700000001,NA,NA
2020-05-18T04:00:00Z,9158.2998,9158.2998,8806.75,8823.25,773000,8982.5249,NA,NA
2020-05-15T04:00:00Z,9182.4004,9182.4004,9050,9136.8496,575900,9116.2002,9225.40742,NA
2020-05-14T04:00:00Z,9213.9502,9281.0996,9119.75,9142.75,602600,9200.4248,9224.05991,NA
2020-05-13T04:00:00Z,9584.2002,9584.5,9351.0996,9383.5498,846400,9467.7998,9218.59995,NA
2020-05-12T04:00:00Z,9168.8496,9240.8496,9043.9502,9196.5498,805500,9142.3999,9216.96743,NA
2020-05-11T04:00:00Z,9348.1504,9439.9004,9219.9502,9239.2002,704600,9329.925299999999,9223.23496,NA
2020-05-08T04:00:00Z,9376.9502,9382.6504,9238.2002,9251.5,609100,9310.425299999999,9236.967480000001,NA
2020-05-07T04:00:00Z,9234.0498,9277.8496,9175.9004,9199.0498,708700,9226.875,9241.01997,NA
2020-05-06T04:00:00Z,9226.7998,9346.9004,9116.5,9270.9004,722200,9231.7002,9236.76499,NA
2020-05-05T04:00:00Z,9429.4004,9450.9004,9190.75,9205.5996,725200,9320.8252,9255.90249,NA
2020-05-04T04:00:00Z,9533.5,9533.5,9266.9502,9293.5,687500,9400.2251,9278.07749,NA
2020-04-30T04:00:00Z,9753.5,9889.0498,9731.5,9859.9004,931200,9810.2749,9270.875,NA
2020-04-29T04:00:00Z,9408.5996,9599.8496,9392.3496,9553.3496,653000,9496.0996,9260.00249,NA
2020-04-28T04:00:00Z,9389.7998,9404.4004,9260,9380.9004,614500,9332.2002,9240.51748,NA
2020-04-27T04:00:00Z,9259.7002,9377.0996,9250.3496,9282.2998,512800,9313.7246,9236.285010000001,NA
2020-04-24T04:00:00Z,9163.9004,9296.9004,9141.2998,9154.4004,659400,9219.1001,9211.7625,NA
2020-04-23T04:00:00Z,9232.3496,9343.5996,9170.1504,9313.9004,666700,9256.875,9188.79751,8985.995956
2020-04-22T04:00:00Z,9026.75,9209.75,8946.25,9187.2998,734400,9078,9133.03501,8986.192968
2020-04-21T04:00:00Z,9016.9502,9044.4004,8909.4004,8981.4502,655100,8976.9004,9082.17998,9005.558984
2020-04-20T04:00:00Z,9390.2002,9390.8496,9230.7998,9261.8496,726400,9310.824700000001,9051.7875,9028.288983999999
2020-04-17T04:00:00Z,9323.4502,9324,9091.3496,9266.75,684200,9207.6748,9001.16748,9067.496992
2020-04-16T04:00:00Z,8851.25,9053.75,8821.9004,8992.7998,719400,8937.8252,8941.18496,9112.091992
2020-04-15T04:00:00Z,9196.4004,9261.2002,8874.0996,8925.2998,879100,9067.6499,8895.58999,9154.986992
2020-04-13T04:00:00Z,9103.9502,9112.0498,8912.4004,8993.8496,644000,9012.2251,8842.437450000001,9199.721992
2020-04-09T04:00:00Z,8973.0498,9128.3496,8904.5498,9111.9004,742100,9016.449700000001,8768.374950000001,9244.795
2020-04-08T04:00:00Z,8688.9004,9131.7002,8653.9004,8748.75,896500,8892.800299999999,8691.16743,9292.365
2020-04-07T04:00:00Z,8446.2998,8819.4004,8360.9502,8792.2002,814200,8590.175299999999,8662.744920000001,9342.294004000001
2020-04-03T04:00:00Z,8356.5498,8356.5498,8055.7998,8083.7998,697000,8206.1748,8616.55244,9393.009004
2020-04-01T04:00:00Z,8584.0996,8588.0996,8198.3496,8253.7998,506300,8393.2246,8590.91992,9441.296016
2020-03-31T04:00:00Z,8529.3496,8678.2998,8358,8597.75,712700,8518.1499,8576.17993,9493.953028
2020-03-30T04:00:00Z,8385.9502,8576,8244,8281.0996,593300,8410,8572.71245,9550.786016
2020-03-27T04:00:00Z,8949.0996,9038.9004,8522.9004,8660.25,801500,8780.9004,8620.83247,9608.274024
2020-03-26T04:00:00Z,8451,8749.0498,8304.9004,8641.4502,865600,8526.9751,8654.075,9664.143027999999
2020-03-25T04:00:00Z,7735.1499,8376.75,7714.75,8317.8496,736900,8045.75,8727.30254,9719.29002
2020-03-24T04:00:00Z,7848.2998,8036.9502,7511.1001,7801.0498,738400,7774.0251499999995,8794.28003,9777.447032
2020-03-23T04:00:00Z,7945.7002,8159.25,7583.6001,7610.25,653500,7871.42505,8906.31504,9835.070039999999
2020-03-20T04:00:00Z,8284.4502,8883,8178.2002,8745.4502,1071500,8530.6001,9030.15503,9881.896036
2020-03-19T04:00:00Z,8063.2998,8575.4502,7832.5498,8263.4502,925700,8204,9188.51504,9932.987052
2020-03-18T04:00:00Z,9088.4502,9127.5498,8407.0498,8468.7998,1516600,8767.2998,9340.99004,9985.999044
2020-03-17T04:00:00Z,9285.4004,9403.7998,8915.5996,8967.0498,935600,9159.699700000001,9467.74004,10042.320039999999
2020-03-16T04:00:00Z,9587.7998,9602.2002,9165.0996,9197.4004,897700,9383.6499,9613.772560000001,10101.991036
2020-03-13T04:00:00Z,9107.5996,10159.4004,8555.1504,9955.2002,1388000,9357.2754,9762.42505,10157.496036
2020-03-12T04:00:00Z,10039.9502,10040.75,9508,9590.1504,1343500,9774.375,9914.27754,10213.343048
2020-03-11T04:00:00Z,10334.2998,10545.0996,10334,10458.4004,1218500,10439.5498,10088.28008,10267.872051999999
2020-03-09T04:00:00Z,10742.0498,10751.5498,10294.4502,10451.4502,1565500,10523,10289.69761,10321.877052
2020-03-06T05:00:00Z,10942.6504,11035.0996,10827.4004,10989.4502,1811000,10931.25,10513.22759,10377.258048
2020-03-05T05:00:00Z,11306.0498,11389.5,11244.5996,11269,1352500,11317.0498,10682.250100000001,10439.992052
2020-03-04T05:00:00Z,11351.3496,11356.5996,11082.1504,11251,797700,11219.375,10868.70259,10502.602052
2020-03-03T05:00:00Z,11217.5498,11342.25,11152.5498,11303.2998,696500,11247.3999,11046.6751,10565.10506
2020-03-02T05:00:00Z,11387.3496,11433,11036.25,11132.75,680800,11234.625,11203.99512,10627.832052
2020-02-28T05:00:00Z,11382,11384.7998,11175.0498,11201.75,809900,11279.9248,11352.857619999999,10696.464043999998
2020-02-27T05:00:00Z,11661.25,11663.8496,11536.7002,11633.2998,608600,11600.2749,11465.15762,10762.758048
2020-02-26T05:00:00Z,11738.5498,11783.25,11639.5996,11678.5,567600,11711.4248,11591.045119999999,10844.479044
2020-02-25T05:00:00Z,11877.5,11883.0498,11779.9004,11797.9004,461000,11831.4751,11669.7001,10923.894043999999
2020-02-24T05:00:00Z,12012.5498,12012.5498,11813.4004,11829.4004,490800,11912.9751,11752.04507,10998.986036
2020-02-20T05:00:00Z,12119,12152,12071.4502,12080.8496,502600,12111.7251,11809.47007,11080.474043999999
2020-02-19T05:00:00Z,12090.5996,12134.7002,12042.0996,12125.9004,513600,12088.3999,11850.47759,11154.13504
2020-02-18T05:00:00Z,12028.25,12030.75,11908.0498,11992.5,676900,11969.3999,11886.91011,11228.552032000001
2020-02-17T05:00:00Z,11972.6916,12132.4016,11933.0457,12028.25,707489,12032.72365,11907.14014,11308.786036
2020-02-14T05:00:00Z,12190.1504,12246.7002,12091.2002,12113.4502,622800,12168.9502,11948.607619999999,11397.901036000001
2020-02-13T05:00:00Z,12219.5498,12225.6504,12139.7998,12174.6504,501200,12182.7251,11990.31011,11490.014044000001
2020-02-12T05:00:00Z,12151,12231.75,12144.2998,12201.2002,411700,12188.0249,12015.12012,11555.612032000001
2020-02-11T05:00:00Z,12108.4004,12172.2998,12099,12107.9004,480000,12135.6499,12033.98511,11631.402032000002
2020-02-10T05:00:00Z,12102.3496,12103.5498,11990.75,12031.5,524700,12047.1499,12050.04009,11701.887032
2020-02-07T05:00:00Z,12151.1504,12154.7002,12073.9502,12098.3496,473500,12114.3252,12070.98257,11767.079044000002
2020-02-06T05:00:00Z,12120,12160.5996,12084.6504,12137.9502,565100,12122.625,12075.95757,11828.77504
2020-02-05T05:00:00Z,12005.8496,12098.1504,11953.3496,12089.1504,758000,12025.75,12075.00757,11873.321036000001
2020-02-04T05:00:00Z,11786.25,11986.1504,11783.4004,11979.6504,560400,11884.7754,12083.875049999999,11924.887032
2020-02-03T05:00:00Z,11627.4502,11749.8496,11614.5,11707.9004,669800,11682.1748,12093.69004,11960.836016
2020-01-31T05:00:00Z,12100.4004,12103.5498,11945.8496,11962.0996,771300,12024.699700000001,12105.63501,11996.723008
2020-01-30T05:00:00Z,12147.75,12150.2998,12010.5996,12035.7998,538100,12080.449700000001,12114.67749,12019.465
2020-01-29T05:00:00Z,12114.9004,12169.5996,12103.7998,12129.5,514400,12136.699700000001,12121.78247,12038.375996
2020-01-28T05:00:00Z,12148.0996,12163.5498,12024.5,12055.7998,478500,12094.0249,12134.50244,12058.610996000001
2020-01-27T05:00:00Z,12197.0996,12216.5996,12107,12119,441200,12161.7998,12149.40493,12077.980996
2020-01-24T05:00:00Z,12174.5498,12272.1504,12149.6504,12248.25,593200,12210.9004,12157.327440000001,12100.52
2020-01-23T05:00:00Z,12123.75,12189,12094.0996,12180.3496,867700,12141.5498,12161.22495,12120.918008
2020-01-22T05:00:00Z,12218.3496,12225.0498,12087.9004,12106.9004,500,12156.4751,12158.03491,12131.552012
2020-01-21T05:00:00Z,12195.2998,12230.0498,12162.2998,12169.8496,444000,12196.1748,12161.699900000001,12139.061016
2020-01-20T05:00:00Z,12430.5,12430.5,12216.9004,12224.5498,491600,12323.7002,12175.95737,12144.837012
2020-01-17T05:00:00Z,12328.4004,12385.4502,12321.4004,12352.3496,502100,12353.425299999999,12189.18491,12147.685
2020-01-16T05:00:00Z,12347.0996,12389.0498,12315.7998,12355.5,395700,12352.4248,12201.50493,12144.271015999999
2020-01-15T05:00:00Z,12349.4004,12355.1504,12278.75,12343.2998,684400,12316.9502,12204.15493,12138.889003999999
2020-01-14T05:00:00Z,12333.0996,12374.25,12308.7002,12362.2998,616300,12341.4751,12209.78745,12137.789003999998
2020-01-13T05:00:00Z,12296.7002,12337.75,12285.7998,12329.5498,501000,12311.7749,12216.62993,12135.654004
2020-01-10T05:00:00Z,12271,12311.2002,12213.2002,12256.7998,660600,12262.2002,12216.50742,12133.753008000002
2020-01-09T05:00:00Z,12153.1504,12224.0498,12132.5498,12215.9004,477500,12178.2998,12213.81743,12131.124004
2020-01-08T05:00:00Z,11939.0996,12044.9502,11929.5996,12025.3496,446000,11987.2749,12219.199900000001,12126.984004
2020-01-07T05:00:00Z,12079.0996,12152.1504,12005.3496,12052.9502,447800,12078.75,12223.84492,12125.79
2020-01-06T05:00:00Z,12170.5996,12179.0996,11974.2002,11993.0498,396500,12076.6499,12226.20742,12126.280996000001
2020-01-03T05:00:00Z,12261.0996,12265.5996,12191.3496,12226.6504,428800,12228.4746,12221.57495,12127.337012
2020-01-02T05:00:00Z,12198.5498,12289.9004,12195.25,12282.2002,407700,12242.5752,12214.88247,12126.592012000001
2020-01-01T05:00:00Z,12202.1504,12222.2002,12165.2998,12182.5,304100,12193.75,12205.967480000001,12125.563008000001
